Provincia,Partido,Localidad,Tecnologia,Accesos
BUENOS AIRES,25 de Mayo,25 de Mayo,ADSL,755.0
BUENOS AIRES,25 de Mayo,25 de Mayo,CABLEMODEM,4.6
BUENOS AIRES,25 de Mayo,25 de Mayo,FIBRA OPTICA,2.0
BUENOS AIRES,25 de Mayo,25 de Mayo,SATELITAL,742.0
BUENOS AIRES,25 de Mayo,25 de Mayo,WIRELESS,727.0
BUENOS AIRES,25 de Mayo,Del Valle,ADSL,181.0
BUENOS AIRES,25 de Mayo,Del Valle,OTROS,10.0
BUENOS AIRES,25 de Mayo,Del Valle,SATELITAL,1.0
BUENOS AIRES,25 de Mayo,Ernestina,ADSL,75.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,WIRELESS,181.0
BUENOS AIRES,25 de Mayo,Lucas Monteverde,WIRELESS,6.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,CABLEMODEM,782.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,FIBRA OPTICA,496.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,OTROS,16.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,WIRELESS,185.0
BUENOS AIRES,25 de Mayo,Pedernales,ADSL,154.0
BUENOS AIRES,25 de Mayo,Pedernales,FIBRA OPTICA,25.0
BUENOS AIRES,25 de Mayo,Pedernales,OTROS,21.0
BUENOS AIRES,25 de Mayo,Pedernales,WIRELESS,7.0
BUENOS AIRES,9 de Julio,12 de Octubre,WIRELESS,19.0
BUENOS AIRES,9 de Julio,9 de Julio,ADSL,4.241
BUENOS AIRES,9 de Julio,9 de Julio,CABLEMODEM,3.463
BUENOS AIRES,9 de Julio,9 de Julio,DIAL UP,80.0
BUENOS AIRES,9 de Julio,9 de Julio,FIBRA OPTICA,6.238
BUENOS AIRES,9 de Julio,9 de Julio,WIRELESS,831.0
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),ADSL,450.0
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),OTROS,60.0
BUENOS AIRES,9 de Julio,Dudignac,WIRELESS,474.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),ADSL,193.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),FIBRA OPTICA,2.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),OTROS,2.0
BUENOS AIRES,9 de Julio,Morea,WIRELESS,130.0
BUENOS AIRES,9 de Julio,Patricios,ADSL,81.0
BUENOS AIRES,9 de Julio,Patricios,WIRELESS,50.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),FIBRA OPTICA,118.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),WIRELESS,42.0
BUENOS AIRES,Adolfo Alsina,Carhué,ADSL,766.0
BUENOS AIRES,Adolfo Alsina,Carhué,DIAL UP,1.0
BUENOS AIRES,Adolfo Alsina,Carhué,FIBRA OPTICA,1.417
BUENOS AIRES,Adolfo Alsina,Carhué,OTROS,1.0
BUENOS AIRES,Adolfo Alsina,Carhué,WIRELESS,1.073
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,FIBRA OPTICA,208.0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,FIBRA OPTICA,60.0
BUENOS AIRES,Adolfo Alsina,Maza,FIBRA OPTICA,390.0
BUENOS AIRES,Adolfo Alsina,Maza,SATELITAL,2.0
BUENOS AIRES,Adolfo Alsina,Maza,WIRELESS,14.0
BUENOS AIRES,Adolfo Alsina,Rivera,FIBRA OPTICA,1.309
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),ADSL,464.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),DIAL UP,2.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),FIBRA OPTICA,943.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),WIRELESS,690.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,FIBRA OPTICA,654.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,OTROS,6.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,WIRELESS,57.0
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,WIRELESS,46.0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,WIRELESS,14.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),ADSL,335.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),DIAL UP,6.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),FIBRA OPTICA,1.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),WIRELESS,2.0
BUENOS AIRES,Alberti,Coronel Seguí,WIRELESS,5.0
BUENOS AIRES,Alberti,Mechita,ADSL,285.0
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),WIRELESS,24.0
BUENOS AIRES,Almirante Brown,Adrogué,ADSL,86.0
BUENOS AIRES,Almirante Brown,Adrogué,CABLEMODEM,9.19
BUENOS AIRES,Almirante Brown,Adrogué,DIAL UP,53.0
BUENOS AIRES,Almirante Brown,Adrogué,FIBRA OPTICA,12.086
BUENOS AIRES,Almirante Brown,Adrogué,OTROS,2.0
BUENOS AIRES,Almirante Brown,Adrogué,SATELITAL,1.0
BUENOS AIRES,Almirante Brown,Adrogué,WIRELESS,26.0
BUENOS AIRES,Almirante Brown,Burzaco,ADSL,39.0
BUENOS AIRES,Almirante Brown,Burzaco,CABLEMODEM,15.962
BUENOS AIRES,Almirante Brown,Burzaco,DIAL UP,35.0
BUENOS AIRES,Almirante Brown,Burzaco,FIBRA OPTICA,12.081
BUENOS AIRES,Almirante Brown,Burzaco,OTROS,6.0
BUENOS AIRES,Almirante Brown,Burzaco,SATELITAL,2.0
BUENOS AIRES,Almirante Brown,Burzaco,WIRELESS,309.0
BUENOS AIRES,Almirante Brown,Claypole,ADSL,4.0
BUENOS AIRES,Almirante Brown,Claypole,CABLEMODEM,7.379
BUENOS AIRES,Almirante Brown,Claypole,DIAL UP,3.0
BUENOS AIRES,Almirante Brown,Claypole,FIBRA OPTICA,3.987
BUENOS AIRES,Almirante Brown,Claypole,OTROS,13.0
BUENOS AIRES,Almirante Brown,Claypole,WIRELESS,2.0
BUENOS AIRES,Almirante Brown,Don Orione,CABLEMODEM,5.391
BUENOS AIRES,Almirante Brown,Don Orione,WIRELESS,1.0
BUENOS AIRES,Almirante Brown,Glew,ADSL,11.0
BUENOS AIRES,Almirante Brown,Glew,CABLEMODEM,8.794
BUENOS AIRES,Almirante Brown,Glew,DIAL UP,10.0
BUENOS AIRES,Almirante Brown,Glew,FIBRA OPTICA,12.012
BUENOS AIRES,Almirante Brown,Glew,OTROS,12.0
BUENOS AIRES,Almirante Brown,Glew,WIRELESS,54.0
BUENOS AIRES,Almirante Brown,Jose Mármol,CABLEMODEM,7.243
BUENOS AIRES,Almirante Brown,Jose Mármol,DIAL UP,1.0
BUENOS AIRES,Almirante Brown,Jose Mármol,FIBRA OPTICA,1.605
BUENOS AIRES,Almirante Brown,Jose Mármol,OTROS,2.0
BUENOS AIRES,Almirante Brown,Jose Mármol,WIRELESS,1.0
BUENOS AIRES,Almirante Brown,Longchamps,ADSL,16.0
BUENOS AIRES,Almirante Brown,Longchamps,CABLEMODEM,8.913
BUENOS AIRES,Almirante Brown,Longchamps,DIAL UP,20.0
BUENOS AIRES,Almirante Brown,Longchamps,FIBRA OPTICA,8.223
BUENOS AIRES,Almirante Brown,Longchamps,OTROS,4.0
BUENOS AIRES,Almirante Brown,Longchamps,WIRELESS,1.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,ADSL,1.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,CABLEMODEM,4.501
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,DIAL UP,3.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,FIBRA OPTICA,787.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,OTROS,2.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,WIRELESS,1.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,ADSL,3.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,CABLEMODEM,3.544
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,DIAL UP,4.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,FIBRA OPTICA,4.309
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,WIRELESS,1.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,ADSL,9.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,CABLEMODEM,10.634
BUENOS AIRES,Almirante Brown,Rafael Calzada,DIAL UP,14.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,FIBRA OPTICA,10.091
BUENOS AIRES,Almirante Brown,Rafael Calzada,OTROS,178.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,WIRELESS,340.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,ADSL,3.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,CABLEMODEM,4.227
BUENOS AIRES,Almirante Brown,San Francisco Solano,DIAL UP,4.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,FIBRA OPTICA,4.746
BUENOS AIRES,Almirante Brown,San Francisco Solano,OTROS,127.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,WIRELESS,2.0
BUENOS AIRES,Almirante Brown,San Jose,ADSL,2.0
BUENOS AIRES,Almirante Brown,San Jose,CABLEMODEM,8.599
BUENOS AIRES,Almirante Brown,San Jose,DIAL UP,1.0
BUENOS AIRES,Almirante Brown,San Jose,FIBRA OPTICA,1.166
BUENOS AIRES,Almirante Brown,San Jose,SATELITAL,3.0
BUENOS AIRES,Almirante Brown,San Jose,WIRELESS,1.0
BUENOS AIRES,AMBA,Otros,CABLEMODEM,0.0
BUENOS AIRES,AMBA,Otros,OTROS,0.0
BUENOS AIRES,AMBA,Otros,WIRELESS,13.0
BUENOS AIRES,Arrecifes,Arrecifes,ADSL,773.0
BUENOS AIRES,Arrecifes,Arrecifes,CABLEMODEM,1.294
BUENOS AIRES,Arrecifes,Arrecifes,DIAL UP,12.0
BUENOS AIRES,Arrecifes,Arrecifes,FIBRA OPTICA,6.902
BUENOS AIRES,Arrecifes,Arrecifes,SATELITAL,1.0
BUENOS AIRES,Arrecifes,Arrecifes,WIRELESS,1.325
BUENOS AIRES,Arrecifes,Todd,FIBRA OPTICA,341.0
BUENOS AIRES,Arrecifes,Viña,ADSL,50.0
BUENOS AIRES,Arrecifes,Viña,WIRELESS,30.0
BUENOS AIRES,Avellaneda,Avellaneda,ADSL,903.0
BUENOS AIRES,Avellaneda,Avellaneda,CABLEMODEM,8.387
BUENOS AIRES,Avellaneda,Avellaneda,DIAL UP,46.0
BUENOS AIRES,Avellaneda,Avellaneda,FIBRA OPTICA,7.576
BUENOS AIRES,Avellaneda,Avellaneda,OTROS,72.0
BUENOS AIRES,Avellaneda,Avellaneda,SATELITAL,8.0
BUENOS AIRES,Avellaneda,Avellaneda,WIRELESS,79.0
BUENOS AIRES,Avellaneda,Crucesita,ADSL,1.0
BUENOS AIRES,Avellaneda,Crucesita,CABLEMODEM,4.728
BUENOS AIRES,Avellaneda,Crucesita,FIBRA OPTICA,3.16
BUENOS AIRES,Avellaneda,Crucesita,OTROS,2.0
BUENOS AIRES,Avellaneda,Dock Sud,ADSL,11.0
BUENOS AIRES,Avellaneda,Dock Sud,CABLEMODEM,606.0
BUENOS AIRES,Avellaneda,Dock Sud,FIBRA OPTICA,1.898
BUENOS AIRES,Avellaneda,Dock Sud,OTROS,12.0
BUENOS AIRES,Avellaneda,Dock Sud,WIRELESS,26.0
BUENOS AIRES,Avellaneda,Gerli,ADSL,3.0
BUENOS AIRES,Avellaneda,Gerli,CABLEMODEM,5.553
BUENOS AIRES,Avellaneda,Gerli,FIBRA OPTICA,4.977
BUENOS AIRES,Avellaneda,Pineyro,ADSL,9.0
BUENOS AIRES,Avellaneda,Pineyro,CABLEMODEM,5.475
BUENOS AIRES,Avellaneda,Pineyro,DIAL UP,1.0
BUENOS AIRES,Avellaneda,Pineyro,FIBRA OPTICA,2.758
BUENOS AIRES,Avellaneda,Sarandí,ADSL,703.0
BUENOS AIRES,Avellaneda,Sarandí,CABLEMODEM,9.148
BUENOS AIRES,Avellaneda,Sarandí,DIAL UP,60.0
BUENOS AIRES,Avellaneda,Sarandí,FIBRA OPTICA,13.979
BUENOS AIRES,Avellaneda,Sarandí,OTROS,4.0
BUENOS AIRES,Avellaneda,Sarandí,SATELITAL,1.0
BUENOS AIRES,Avellaneda,Sarandí,WIRELESS,1.0
BUENOS AIRES,Avellaneda,Villa Domínico,ADSL,15.0
BUENOS AIRES,Avellaneda,Villa Domínico,CABLEMODEM,8.086
BUENOS AIRES,Avellaneda,Villa Domínico,DIAL UP,2.0
BUENOS AIRES,Avellaneda,Villa Domínico,FIBRA OPTICA,7.644
BUENOS AIRES,Avellaneda,Villa Domínico,OTROS,11.0
BUENOS AIRES,Avellaneda,Villa Domínico,WIRELESS,600.0
BUENOS AIRES,Avellaneda,Wilde,ADSL,329.0
BUENOS AIRES,Avellaneda,Wilde,CABLEMODEM,11.682
BUENOS AIRES,Avellaneda,Wilde,DIAL UP,62.0
BUENOS AIRES,Avellaneda,Wilde,FIBRA OPTICA,16.887
BUENOS AIRES,Avellaneda,Wilde,OTROS,8.0
BUENOS AIRES,Avellaneda,Wilde,WIRELESS,101.0
BUENOS AIRES,Ayacucho,Ayacucho,ADSL,1.834
BUENOS AIRES,Ayacucho,Ayacucho,DIAL UP,2.0
BUENOS AIRES,Ayacucho,Ayacucho,WIRELESS,142.0
BUENOS AIRES,Ayacucho,La Constancia,WIRELESS,10.0
BUENOS AIRES,Ayacucho,Solanet,WIRELESS,27.0
BUENOS AIRES,Ayacucho,Udaquiola,SATELITAL,1.0
BUENOS AIRES,Ayacucho,Udaquiola,WIRELESS,46.0
BUENOS AIRES,Azul,Azul,ADSL,1.692
BUENOS AIRES,Azul,Azul,CABLEMODEM,15.053
BUENOS AIRES,Azul,Azul,DIAL UP,48.0
BUENOS AIRES,Azul,Azul,FIBRA OPTICA,79.0
BUENOS AIRES,Azul,Azul,OTROS,14.0
BUENOS AIRES,Azul,Azul,SATELITAL,2.0
BUENOS AIRES,Azul,Azul,WIRELESS,1.145
BUENOS AIRES,Azul,Cacharí,DIAL UP,2.0
BUENOS AIRES,Azul,Cacharí,WIRELESS,521.0
BUENOS AIRES,Azul,Chillar,SATELITAL,1.0
BUENOS AIRES,Azul,Chillar,WIRELESS,565.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,ADSL,3.774
BUENOS AIRES,Bahía Blanca,Bahía Blanca,CABLEMODEM,103.297
BUENOS AIRES,Bahía Blanca,Bahía Blanca,DIAL UP,388.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,FIBRA OPTICA,15.511
BUENOS AIRES,Bahía Blanca,Bahía Blanca,OTROS,64.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,SATELITAL,8.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,WIRELESS,2.764
BUENOS AIRES,Bahía Blanca,Cabildo,CABLEMODEM,193.0
BUENOS AIRES,Bahía Blanca,Cabildo,DIAL UP,4.0
BUENOS AIRES,Bahía Blanca,Cabildo,FIBRA OPTICA,210.0
BUENOS AIRES,Bahía Blanca,Cabildo,OTROS,2.0
BUENOS AIRES,Bahía Blanca,Cabildo,WIRELESS,66.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),ADSL,320.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),CABLEMODEM,1.678
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),DIAL UP,1.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),FIBRA OPTICA,2.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),WIRELESS,15.0
BUENOS AIRES,Bahía Blanca,Ingeniero White,FIBRA OPTICA,1.0
BUENOS AIRES,Bahía Blanca,Ingeniero White,SATELITAL,3.0
BUENOS AIRES,Balcarce,Balcarce,ADSL,1.347
BUENOS AIRES,Balcarce,Balcarce,CABLEMODEM,11.898
BUENOS AIRES,Balcarce,Balcarce,DIAL UP,36.0
BUENOS AIRES,Balcarce,Balcarce,FIBRA OPTICA,45.0
BUENOS AIRES,Balcarce,Balcarce,OTROS,9.0
BUENOS AIRES,Balcarce,Balcarce,WIRELESS,883.0
BUENOS AIRES,Balcarce,Los Pinos,OTROS,9.0
BUENOS AIRES,Balcarce,Los Pinos,WIRELESS,30.0
BUENOS AIRES,Balcarce,Napaleofú,FIBRA OPTICA,15.0
BUENOS AIRES,Balcarce,Napaleofú,WIRELESS,107.0
BUENOS AIRES,Balcarce,Ramos Otero,WIRELESS,8.0
BUENOS AIRES,Balcarce,San Agustín,OTROS,3.0
BUENOS AIRES,Balcarce,San Agustín,WIRELESS,72.0
BUENOS AIRES,Balcarce,Villa Laguna La Brava,WIRELESS,42.0
BUENOS AIRES,Baradero,Baradero,ADSL,861.0
BUENOS AIRES,Baradero,Baradero,CABLEMODEM,7.532
BUENOS AIRES,Baradero,Baradero,FIBRA OPTICA,85.0
BUENOS AIRES,Baradero,Baradero,SATELITAL,2.0
BUENOS AIRES,Baradero,Baradero,WIRELESS,827.0
BUENOS AIRES,Baradero,Irineo Portela,FIBRA OPTICA,1.0
BUENOS AIRES,Baradero,Irineo Portela,WIRELESS,78.0
BUENOS AIRES,Baradero,Santa Coloma,WIRELESS,55.0
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),ADSL,91.0
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),OTROS,10.0
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),WIRELESS,248.0
BUENOS AIRES,Benito Juárez,Barker,DIAL UP,1.0
BUENOS AIRES,Benito Juárez,Barker,FIBRA OPTICA,10.0
BUENOS AIRES,Benito Juárez,Barker,SATELITAL,2.0
BUENOS AIRES,Benito Juárez,Barker,WIRELESS,70.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),ADSL,650.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),DIAL UP,20.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),FIBRA OPTICA,563.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),OTROS,4.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),SATELITAL,1.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),WIRELESS,147.0
BUENOS AIRES,Benito Juárez,López,FIBRA OPTICA,4.0
BUENOS AIRES,Benito Juárez,López,WIRELESS,12.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),FIBRA OPTICA,20.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),SATELITAL,1.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),WIRELESS,100.0
BUENOS AIRES,Berazategui,Berazategui,ADSL,247.0
BUENOS AIRES,Berazategui,Berazategui,CABLEMODEM,15.969
BUENOS AIRES,Berazategui,Berazategui,DIAL UP,38.0
BUENOS AIRES,Berazategui,Berazategui,FIBRA OPTICA,29.692
BUENOS AIRES,Berazategui,Berazategui,OTROS,15.0
BUENOS AIRES,Berazategui,Berazategui,SATELITAL,4.0
BUENOS AIRES,Berazategui,Berazategui,WIRELESS,49.0
BUENOS AIRES,Berazategui,Berazategui Oeste,ADSL,16.0
BUENOS AIRES,Berazategui,Berazategui Oeste,CABLEMODEM,143.0
BUENOS AIRES,Berazategui,Berazategui Oeste,FIBRA OPTICA,15.952
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,ADSL,1.0
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,CABLEMODEM,1.291
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,FIBRA OPTICA,2.002
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,ADSL,1.34
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,CABLEMODEM,2.262
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,FIBRA OPTICA,672.0
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,WIRELESS,16.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,ADSL,67.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,CABLEMODEM,5.749
BUENOS AIRES,Berazategui,Guillermo E. Hudson,DIAL UP,2.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,FIBRA OPTICA,10.092
BUENOS AIRES,Berazategui,Guillermo E. Hudson,OTROS,1.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,ADSL,94.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,CABLEMODEM,1.904
BUENOS AIRES,Berazategui,Juan María Gutierrez,DIAL UP,2.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,FIBRA OPTICA,5.644
BUENOS AIRES,Berazategui,Juan María Gutierrez,WIRELESS,90.0
BUENOS AIRES,Berazategui,Pereyra,CABLEMODEM,240.0
BUENOS AIRES,Berazategui,Pereyra,DIAL UP,1.0
BUENOS AIRES,Berazategui,Pereyra,FIBRA OPTICA,431.0
BUENOS AIRES,Berazategui,Plátanos,CABLEMODEM,1.658
BUENOS AIRES,Berazategui,Plátanos,FIBRA OPTICA,2.37
BUENOS AIRES,Berazategui,Plátanos,OTROS,1.0
BUENOS AIRES,Berazategui,Ranelagh,ADSL,10.0
BUENOS AIRES,Berazategui,Ranelagh,CABLEMODEM,2.807
BUENOS AIRES,Berazategui,Ranelagh,DIAL UP,13.0
BUENOS AIRES,Berazategui,Ranelagh,FIBRA OPTICA,7.837
BUENOS AIRES,Berazategui,Ranelagh,SATELITAL,1.0
BUENOS AIRES,Berazategui,Villa España,ADSL,1.0
BUENOS AIRES,Berazategui,Villa España,CABLEMODEM,986.0
BUENOS AIRES,Berazategui,Villa España,FIBRA OPTICA,2.376
BUENOS AIRES,Berisso,Barrio El Carmen (Este),FIBRA OPTICA,132.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),WIRELESS,250.0
BUENOS AIRES,Berisso,Berisso,ADSL,3.116
BUENOS AIRES,Berisso,Berisso,CABLEMODEM,14.608
BUENOS AIRES,Berisso,Berisso,DIAL UP,21.0
BUENOS AIRES,Berisso,Berisso,FIBRA OPTICA,7.667
BUENOS AIRES,Berisso,Berisso,OTROS,6.0
BUENOS AIRES,Berisso,Berisso,WIRELESS,413.0
BUENOS AIRES,Berisso,Villa Arguello,FIBRA OPTICA,132.0
BUENOS AIRES,Berisso,Villa Arguello,WIRELESS,250.0
BUENOS AIRES,Berisso,Villa Nueva,FIBRA OPTICA,132.0
BUENOS AIRES,Berisso,Villa Nueva,WIRELESS,250.0
BUENOS AIRES,Berisso,Villa Progreso,FIBRA OPTICA,132.0
BUENOS AIRES,Berisso,Villa Progreso,WIRELESS,250.0
BUENOS AIRES,Bolívar,Hale,ADSL,10.0
BUENOS AIRES,Bolívar,Juan F. Ibarra,FIBRA OPTICA,1.0
BUENOS AIRES,Bolívar,OTROS,CABLEMODEM,1.0
BUENOS AIRES,Bolívar,OTROS,FIBRA OPTICA,1.0
BUENOS AIRES,Bolívar,Pirovano,OTROS,50.0
BUENOS AIRES,Bolívar,Pirovano,WIRELESS,45.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),ADSL,727.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),CABLEMODEM,5.123
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),DIAL UP,2.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),FIBRA OPTICA,10.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),SATELITAL,1.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),WIRELESS,255.0
BUENOS AIRES,Bolívar,Urdampilleta,DIAL UP,5.0
BUENOS AIRES,Bolívar,Urdampilleta,FIBRA OPTICA,2.0
BUENOS AIRES,Bolívar,Urdampilleta,WIRELESS,71.0
BUENOS AIRES,Bragado,Bragado,ADSL,500.0
BUENOS AIRES,Bragado,Bragado,CABLEMODEM,2.81
BUENOS AIRES,Bragado,Bragado,DIAL UP,10.0
BUENOS AIRES,Bragado,Bragado,FIBRA OPTICA,246.0
BUENOS AIRES,Bragado,Bragado,WIRELESS,212.0
BUENOS AIRES,Bragado,Comodoro Py,FIBRA OPTICA,220.0
BUENOS AIRES,Bragado,Comodoro Py,WIRELESS,2.0
BUENOS AIRES,Bragado,General O'Brien,ADSL,321.0
BUENOS AIRES,Bragado,General O'Brien,FIBRA OPTICA,83.0
BUENOS AIRES,Bragado,General O'Brien,WIRELESS,36.0
BUENOS AIRES,Bragado,Irala,CABLEMODEM,2.0
BUENOS AIRES,Bragado,Irala,WIRELESS,22.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),ADSL,10.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),CABLEMODEM,8.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),WIRELESS,8.0
BUENOS AIRES,Bragado,Olascoaga,WIRELESS,40.0
BUENOS AIRES,Bragado,Warnes,ADSL,135.0
BUENOS AIRES,Bragado,Warnes,OTROS,9.0
BUENOS AIRES,Bragado,Warnes,WIRELESS,7.0
BUENOS AIRES,Brandsen,Coronel Brandsen,ADSL,1.25
BUENOS AIRES,Brandsen,Coronel Brandsen,CABLEMODEM,420.0
BUENOS AIRES,Brandsen,Coronel Brandsen,DIAL UP,1.0
BUENOS AIRES,Brandsen,Coronel Brandsen,FIBRA OPTICA,3.4
BUENOS AIRES,Brandsen,Coronel Brandsen,OTROS,1.0
BUENOS AIRES,Brandsen,Coronel Brandsen,WIRELESS,1.208
BUENOS AIRES,Brandsen,Jeppener,ADSL,815.0
BUENOS AIRES,Brandsen,Jeppener,FIBRA OPTICA,2.0
BUENOS AIRES,Campana,Alto Los Cardales,FIBRA OPTICA,276.0
BUENOS AIRES,Campana,Alto Los Cardales,WIRELESS,41.0
BUENOS AIRES,Campana,Barrio Los Pioneros,WIRELESS,60.0
BUENOS AIRES,Campana,Campana,ADSL,604.0
BUENOS AIRES,Campana,Campana,CABLEMODEM,18.599
BUENOS AIRES,Campana,Campana,DIAL UP,1.0
BUENOS AIRES,Campana,Campana,FIBRA OPTICA,11.643
BUENOS AIRES,Campana,Campana,OTROS,18.0
BUENOS AIRES,Campana,Campana,SATELITAL,3.0
BUENOS AIRES,Campana,Campana,WIRELESS,44.0
BUENOS AIRES,Campana,Chacras Del Río Luján,WIRELESS,35.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),CABLEMODEM,55.0
BUENOS AIRES,Cañuelas,Alejandro Petión,ADSL,102.0
BUENOS AIRES,Cañuelas,Alejandro Petión,CABLEMODEM,905.0
BUENOS AIRES,Cañuelas,Alejandro Petión,DIAL UP,7.0
BUENOS AIRES,Cañuelas,Alejandro Petión,WIRELESS,41.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,WIRELESS,48.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,FIBRA OPTICA,223.0
