Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,25 de Mayo,25 de Mayo,ADSL,6854100,755 
BUENOS AIRES,25 de Mayo,25 de Mayo,CABLEMODEM,6854100,"4,600 "
BUENOS AIRES,25 de Mayo,25 de Mayo,FIBRA OPTICA,6854100,2 
BUENOS AIRES,25 de Mayo,25 de Mayo,SATELITAL,6854100,742 
BUENOS AIRES,25 de Mayo,25 de Mayo,WIRELESS,6854100,727 
BUENOS AIRES,25 de Mayo,Del Valle,ADSL,6854020,181 
BUENOS AIRES,25 de Mayo,Del Valle,Otros,6854020,10 
BUENOS AIRES,25 de Mayo,Del Valle,SATELITAL,6854020,1 
BUENOS AIRES,25 de Mayo,Ernestina,ADSL,6854030,75 
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,WIRELESS,6854040,181 
BUENOS AIRES,25 de Mayo,Lucas Monteverde,WIRELESS,6854050,6 
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,CABLEMODEM,6854060,782 
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,FIBRA OPTICA,6854060,496 
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,Otros,6854060,16 
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,WIRELESS,6854060,185 
BUENOS AIRES,25 de Mayo,Pedernales,ADSL,6854070,154 
BUENOS AIRES,25 de Mayo,Pedernales,FIBRA OPTICA,6854070,25 
BUENOS AIRES,25 de Mayo,Pedernales,Otros,6854070,21 
BUENOS AIRES,25 de Mayo,Pedernales,WIRELESS,6854070,7 
BUENOS AIRES,9 de Julio,12 de Octubre,WIRELESS,6588030,19 
BUENOS AIRES,9 de Julio,9 de Julio,ADSL,6588100,"4,241 "
BUENOS AIRES,9 de Julio,9 de Julio,CABLEMODEM,6588100,"3,463 "
BUENOS AIRES,9 de Julio,9 de Julio,DIAL UP,6588100,80 
BUENOS AIRES,9 de Julio,9 de Julio,FIBRA OPTICA,6588100,"6,238 "
BUENOS AIRES,9 de Julio,9 de Julio,WIRELESS,6588100,831 
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),ADSL,6588010,450 
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),Otros,6588010,60 
BUENOS AIRES,9 de Julio,Dudignac,WIRELESS,6588040,474 
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),ADSL,6588060,193 
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),FIBRA OPTICA,6588060,2 
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),Otros,6588060,2 
BUENOS AIRES,9 de Julio,Morea,WIRELESS,6588080,130 
BUENOS AIRES,9 de Julio,Patricios,ADSL,6588110,81 
BUENOS AIRES,9 de Julio,Patricios,WIRELESS,6588110,50 
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),FIBRA OPTICA,6588120,118 
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),WIRELESS,6588120,42 
BUENOS AIRES,Adolfo Alsina,Carhué,ADSL,6007010,766 
BUENOS AIRES,Adolfo Alsina,Carhué,DIAL UP,6007010,1 
BUENOS AIRES,Adolfo Alsina,Carhué,FIBRA OPTICA,6007010,"1,417 "
BUENOS AIRES,Adolfo Alsina,Carhué,Otros,6007010,1 
BUENOS AIRES,Adolfo Alsina,Carhué,WIRELESS,6007010,"1,073 "
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,FIBRA OPTICA,6007020,208 
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,FIBRA OPTICA,6007050,60 
BUENOS AIRES,Adolfo Alsina,Maza,FIBRA OPTICA,6007070,390 
BUENOS AIRES,Adolfo Alsina,Maza,SATELITAL,6007070,2 
BUENOS AIRES,Adolfo Alsina,Maza,WIRELESS,6007070,14 
BUENOS AIRES,Adolfo Alsina,Rivera,FIBRA OPTICA,6007080,"1,309 "
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),ADSL,6014010,464 
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),DIAL UP,6014010,2 
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),FIBRA OPTICA,6014010,943 
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),WIRELESS,6014010,690 
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,FIBRA OPTICA,6014020,654 
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,Otros,6014020,6 
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,WIRELESS,6014020,57 
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,WIRELESS,6014030,46 
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,WIRELESS,6014040,14 
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),ADSL,6021010,335 
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),DIAL UP,6021010,6 
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),FIBRA OPTICA,6021010,1 
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),WIRELESS,6021010,2 
BUENOS AIRES,Alberti,Coronel Seguí,WIRELESS,6021020,5 
BUENOS AIRES,Alberti,Mechita,ADSL,6021030,285 
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),WIRELESS,6021070,24 
BUENOS AIRES,Almirante Brown,Adrogué,ADSL,6028010,86 
BUENOS AIRES,Almirante Brown,Adrogué,CABLEMODEM,6028010,"9,190 "
BUENOS AIRES,Almirante Brown,Adrogué,DIAL UP,6028010,53 
BUENOS AIRES,Almirante Brown,Adrogué,FIBRA OPTICA,6028010,"12,086 "
BUENOS AIRES,Almirante Brown,Adrogué,Otros,6028010,2 
BUENOS AIRES,Almirante Brown,Adrogué,SATELITAL,6028010,1 
BUENOS AIRES,Almirante Brown,Adrogué,WIRELESS,6028010,26 
BUENOS AIRES,Almirante Brown,Burzaco,ADSL,6028010,39 
BUENOS AIRES,Almirante Brown,Burzaco,CABLEMODEM,6028010,"15,962 "
BUENOS AIRES,Almirante Brown,Burzaco,DIAL UP,6028010,35 
BUENOS AIRES,Almirante Brown,Burzaco,FIBRA OPTICA,6028010,"12,081 "
BUENOS AIRES,Almirante Brown,Burzaco,Otros,6028010,6 
BUENOS AIRES,Almirante Brown,Burzaco,SATELITAL,6028010,2 
BUENOS AIRES,Almirante Brown,Burzaco,WIRELESS,6028010,309 
BUENOS AIRES,Almirante Brown,Claypole,ADSL,6028010,4 
BUENOS AIRES,Almirante Brown,Claypole,CABLEMODEM,6028010,"7,379 "
BUENOS AIRES,Almirante Brown,Claypole,DIAL UP,6028010,3 
BUENOS AIRES,Almirante Brown,Claypole,FIBRA OPTICA,6028010,"3,987 "
BUENOS AIRES,Almirante Brown,Claypole,Otros,6028010,13 
BUENOS AIRES,Almirante Brown,Claypole,WIRELESS,6028010,2 
BUENOS AIRES,Almirante Brown,Don Orione,CABLEMODEM,6028010,"5,391 "
BUENOS AIRES,Almirante Brown,Don Orione,WIRELESS,6028010,1 
BUENOS AIRES,Almirante Brown,Glew,ADSL,6028010,11 
BUENOS AIRES,Almirante Brown,Glew,CABLEMODEM,6028010,"8,794 "
BUENOS AIRES,Almirante Brown,Glew,DIAL UP,6028010,10 
BUENOS AIRES,Almirante Brown,Glew,FIBRA OPTICA,6028010,"12,012 "
BUENOS AIRES,Almirante Brown,Glew,Otros,6028010,12 
BUENOS AIRES,Almirante Brown,Glew,WIRELESS,6028010,54 
BUENOS AIRES,Almirante Brown,Jose Mármol,CABLEMODEM,6028010,"7,243 "
BUENOS AIRES,Almirante Brown,Jose Mármol,DIAL UP,6028010,1 
BUENOS AIRES,Almirante Brown,Jose Mármol,FIBRA OPTICA,6028010,"1,605 "
BUENOS AIRES,Almirante Brown,Jose Mármol,Otros,6028010,2 
BUENOS AIRES,Almirante Brown,Jose Mármol,WIRELESS,6028010,1 
BUENOS AIRES,Almirante Brown,Longchamps,ADSL,6028010,16 
BUENOS AIRES,Almirante Brown,Longchamps,CABLEMODEM,6028010,"8,913 "
BUENOS AIRES,Almirante Brown,Longchamps,DIAL UP,6028010,20 
BUENOS AIRES,Almirante Brown,Longchamps,FIBRA OPTICA,6028010,"8,223 "
BUENOS AIRES,Almirante Brown,Longchamps,Otros,6028010,4 
BUENOS AIRES,Almirante Brown,Longchamps,WIRELESS,6028010,1 
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,ADSL,6028010,1 
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,CABLEMODEM,6028010,"4,501 "
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,DIAL UP,6028010,3 
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,FIBRA OPTICA,6028010,787 
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,Otros,6028010,2 
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,WIRELESS,6028010,1 
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,ADSL,6028010,3 
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,CABLEMODEM,6028010,"3,544 "
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,DIAL UP,6028010,4 
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,FIBRA OPTICA,6028010,"4,309 "
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,WIRELESS,6028010,1 
BUENOS AIRES,Almirante Brown,Rafael Calzada,ADSL,6028010,9 
BUENOS AIRES,Almirante Brown,Rafael Calzada,CABLEMODEM,6028010,"10,634 "
BUENOS AIRES,Almirante Brown,Rafael Calzada,DIAL UP,6028010,14 
BUENOS AIRES,Almirante Brown,Rafael Calzada,FIBRA OPTICA,6028010,"10,091 "
BUENOS AIRES,Almirante Brown,Rafael Calzada,Otros,6028010,178 
BUENOS AIRES,Almirante Brown,Rafael Calzada,WIRELESS,6028010,340 
BUENOS AIRES,Almirante Brown,San Francisco Solano,ADSL,6028010,3 
BUENOS AIRES,Almirante Brown,San Francisco Solano,CABLEMODEM,6028010,"4,227 "
BUENOS AIRES,Almirante Brown,San Francisco Solano,DIAL UP,6028010,4 
BUENOS AIRES,Almirante Brown,San Francisco Solano,FIBRA OPTICA,6028010,"4,746 "
BUENOS AIRES,Almirante Brown,San Francisco Solano,Otros,6028010,127 
BUENOS AIRES,Almirante Brown,San Francisco Solano,WIRELESS,6028010,2 
BUENOS AIRES,Almirante Brown,San Jose,ADSL,6028010,2 
BUENOS AIRES,Almirante Brown,San Jose,CABLEMODEM,6028010,"8,599 "
BUENOS AIRES,Almirante Brown,San Jose,DIAL UP,6028010,1 
BUENOS AIRES,Almirante Brown,San Jose,FIBRA OPTICA,6028010,"1,166 "
BUENOS AIRES,Almirante Brown,San Jose,SATELITAL,6028010,3 
BUENOS AIRES,Almirante Brown,San Jose,WIRELESS,6028010,1 
BUENOS AIRES,AMBA,Otros,CABLEMODEM,Sin Datos,0 
BUENOS AIRES,AMBA,Otros,OTROS,Sin Datos,0 
BUENOS AIRES,AMBA,Otros,WIRELESS,Sin Datos,13 
BUENOS AIRES,Arrecifes,Arrecifes,ADSL,6077010,773 
BUENOS AIRES,Arrecifes,Arrecifes,CABLEMODEM,6077010,"1,294 "
BUENOS AIRES,Arrecifes,Arrecifes,DIAL UP,6077010,12 
BUENOS AIRES,Arrecifes,Arrecifes,FIBRA OPTICA,6077010,"6,902 "
BUENOS AIRES,Arrecifes,Arrecifes,SATELITAL,6077010,1 
BUENOS AIRES,Arrecifes,Arrecifes,WIRELESS,6077010,"1,325 "
BUENOS AIRES,Arrecifes,Todd,FIBRA OPTICA,6077020,341 
BUENOS AIRES,Arrecifes,Viña,ADSL,6077030,50 
BUENOS AIRES,Arrecifes,Viña,WIRELESS,6077030,30 
BUENOS AIRES,Avellaneda,Avellaneda,ADSL,6035010,903 
BUENOS AIRES,Avellaneda,Avellaneda,CABLEMODEM,6035010,"8,387 "
BUENOS AIRES,Avellaneda,Avellaneda,DIAL UP,6035010,46 
BUENOS AIRES,Avellaneda,Avellaneda,FIBRA OPTICA,6035010,"7,576 "
BUENOS AIRES,Avellaneda,Avellaneda,Otros,6035010,72 
BUENOS AIRES,Avellaneda,Avellaneda,SATELITAL,6035010,8 
BUENOS AIRES,Avellaneda,Avellaneda,WIRELESS,6035010,79 
BUENOS AIRES,Avellaneda,Crucesita,ADSL,6035010,1 
BUENOS AIRES,Avellaneda,Crucesita,CABLEMODEM,6035010,"4,728 "
BUENOS AIRES,Avellaneda,Crucesita,FIBRA OPTICA,6035010,"3,160 "
BUENOS AIRES,Avellaneda,Crucesita,Otros,6035010,2 
BUENOS AIRES,Avellaneda,Dock Sud,ADSL,6035010,11 
BUENOS AIRES,Avellaneda,Dock Sud,CABLEMODEM,6035010,606 
BUENOS AIRES,Avellaneda,Dock Sud,FIBRA OPTICA,6035010,"1,898 "
BUENOS AIRES,Avellaneda,Dock Sud,Otros,6035010,12 
BUENOS AIRES,Avellaneda,Dock Sud,WIRELESS,6035010,26 
BUENOS AIRES,Avellaneda,Gerli,ADSL,6035010,3 
BUENOS AIRES,Avellaneda,Gerli,CABLEMODEM,6035010,"5,553 "
BUENOS AIRES,Avellaneda,Gerli,FIBRA OPTICA,6035010,"4,977 "
BUENOS AIRES,Avellaneda,Pineyro,ADSL,6035010,9 
BUENOS AIRES,Avellaneda,Pineyro,CABLEMODEM,6035010,"5,475 "
BUENOS AIRES,Avellaneda,Pineyro,DIAL UP,6035010,1 
BUENOS AIRES,Avellaneda,Pineyro,FIBRA OPTICA,6035010,"2,758 "
BUENOS AIRES,Avellaneda,Sarandí,ADSL,6035010,703 
BUENOS AIRES,Avellaneda,Sarandí,CABLEMODEM,6035010,"9,148 "
BUENOS AIRES,Avellaneda,Sarandí,DIAL UP,6035010,60 
BUENOS AIRES,Avellaneda,Sarandí,FIBRA OPTICA,6035010,"13,979 "
BUENOS AIRES,Avellaneda,Sarandí,Otros,6035010,4 
BUENOS AIRES,Avellaneda,Sarandí,SATELITAL,6035010,1 
BUENOS AIRES,Avellaneda,Sarandí,WIRELESS,6035010,1 
BUENOS AIRES,Avellaneda,Villa Domínico,ADSL,6035010,15 
BUENOS AIRES,Avellaneda,Villa Domínico,CABLEMODEM,6035010,"8,086 "
BUENOS AIRES,Avellaneda,Villa Domínico,DIAL UP,6035010,2 
BUENOS AIRES,Avellaneda,Villa Domínico,FIBRA OPTICA,6035010,"7,644 "
BUENOS AIRES,Avellaneda,Villa Domínico,Otros,6035010,11 
BUENOS AIRES,Avellaneda,Villa Domínico,WIRELESS,6035010,600 
BUENOS AIRES,Avellaneda,Wilde,ADSL,6035010,329 
BUENOS AIRES,Avellaneda,Wilde,CABLEMODEM,6035010,"11,682 "
BUENOS AIRES,Avellaneda,Wilde,DIAL UP,6035010,62 
BUENOS AIRES,Avellaneda,Wilde,FIBRA OPTICA,6035010,"16,887 "
BUENOS AIRES,Avellaneda,Wilde,Otros,6035010,8 
BUENOS AIRES,Avellaneda,Wilde,WIRELESS,6035010,101 
BUENOS AIRES,Ayacucho,Ayacucho,ADSL,6042010,"1,834 "
BUENOS AIRES,Ayacucho,Ayacucho,DIAL UP,6042010,2 
BUENOS AIRES,Ayacucho,Ayacucho,WIRELESS,6042010,142 
BUENOS AIRES,Ayacucho,La Constancia,WIRELESS,6042020,10 
BUENOS AIRES,Ayacucho,Solanet,WIRELESS,6042030,27 
BUENOS AIRES,Ayacucho,Udaquiola,SATELITAL,6042040,1 
BUENOS AIRES,Ayacucho,Udaquiola,WIRELESS,6042040,46 
BUENOS AIRES,Azul,Azul,ADSL,6049020,"1,692 "
BUENOS AIRES,Azul,Azul,CABLEMODEM,6049020,"15,053 "
BUENOS AIRES,Azul,Azul,DIAL UP,6049020,48 
BUENOS AIRES,Azul,Azul,FIBRA OPTICA,6049020,79 
BUENOS AIRES,Azul,Azul,Otros,6049020,14 
BUENOS AIRES,Azul,Azul,SATELITAL,6049020,2 
BUENOS AIRES,Azul,Azul,WIRELESS,6049020,"1,145 "
BUENOS AIRES,Azul,Cacharí,DIAL UP,6049030,2 
BUENOS AIRES,Azul,Cacharí,WIRELESS,6049030,521 
BUENOS AIRES,Azul,Chillar,SATELITAL,6049040,1 
BUENOS AIRES,Azul,Chillar,WIRELESS,6049040,565 
BUENOS AIRES,Bahía Blanca,Bahía Blanca,ADSL,6056010,"3,774 "
BUENOS AIRES,Bahía Blanca,Bahía Blanca,CABLEMODEM,6056010,"103,297 "
BUENOS AIRES,Bahía Blanca,Bahía Blanca,DIAL UP,6056010,388 
BUENOS AIRES,Bahía Blanca,Bahía Blanca,FIBRA OPTICA,6056010,"15,511 "
BUENOS AIRES,Bahía Blanca,Bahía Blanca,Otros,6056010,64 
BUENOS AIRES,Bahía Blanca,Bahía Blanca,SATELITAL,6056010,8 
BUENOS AIRES,Bahía Blanca,Bahía Blanca,WIRELESS,6056010,"2,764 "
BUENOS AIRES,Bahía Blanca,Cabildo,CABLEMODEM,6056020,193 
BUENOS AIRES,Bahía Blanca,Cabildo,DIAL UP,6056020,4 
BUENOS AIRES,Bahía Blanca,Cabildo,FIBRA OPTICA,6056020,210 
BUENOS AIRES,Bahía Blanca,Cabildo,Otros,6056020,2 
BUENOS AIRES,Bahía Blanca,Cabildo,WIRELESS,6056020,66 
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),ADSL,6056030,320 
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),CABLEMODEM,6056030,"1,678 "
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),DIAL UP,6056030,1 
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),FIBRA OPTICA,6056030,2 
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),WIRELESS,6056030,15 
BUENOS AIRES,Bahía Blanca,Ingeniero White,FIBRA OPTICA,6056020,1 
BUENOS AIRES,Bahía Blanca,Ingeniero White,SATELITAL,6056020,3 
BUENOS AIRES,Balcarce,Balcarce,ADSL,6063010,"1,347 "
BUENOS AIRES,Balcarce,Balcarce,CABLEMODEM,6063010,"11,898 "
BUENOS AIRES,Balcarce,Balcarce,DIAL UP,6063010,36 
BUENOS AIRES,Balcarce,Balcarce,FIBRA OPTICA,6063010,45 
BUENOS AIRES,Balcarce,Balcarce,Otros,6063010,9 
BUENOS AIRES,Balcarce,Balcarce,WIRELESS,6063010,883 
BUENOS AIRES,Balcarce,Los Pinos,Otros,6063020,9 
BUENOS AIRES,Balcarce,Los Pinos,WIRELESS,6063020,30 
BUENOS AIRES,Balcarce,Napaleofú,FIBRA OPTICA,6063030,15 
BUENOS AIRES,Balcarce,Napaleofú,WIRELESS,6063030,107 
BUENOS AIRES,Balcarce,Ramos Otero,WIRELESS,6063040,8 
BUENOS AIRES,Balcarce,San Agustín,Otros,6063050,3 
BUENOS AIRES,Balcarce,San Agustín,WIRELESS,6063050,72 
BUENOS AIRES,Balcarce,Villa Laguna La Brava,WIRELESS,6063060,42 
BUENOS AIRES,Baradero,Baradero,ADSL,6070010,861 
BUENOS AIRES,Baradero,Baradero,CABLEMODEM,6070010,"7,532 "
BUENOS AIRES,Baradero,Baradero,FIBRA OPTICA,6070010,85 
BUENOS AIRES,Baradero,Baradero,SATELITAL,6070010,2 
BUENOS AIRES,Baradero,Baradero,WIRELESS,6070010,827 
BUENOS AIRES,Baradero,Irineo Portela,FIBRA OPTICA,6070020,1 
BUENOS AIRES,Baradero,Irineo Portela,WIRELESS,6070020,78 
BUENOS AIRES,Baradero,Santa Coloma,WIRELESS,6070030,55 
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),ADSL,6070040,91 
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),Otros,6070040,10 
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),WIRELESS,6070040,248 
BUENOS AIRES,Benito Juárez,Barker,DIAL UP,6084010,1 
BUENOS AIRES,Benito Juárez,Barker,FIBRA OPTICA,6084010,10 
BUENOS AIRES,Benito Juárez,Barker,SATELITAL,6084010,2 
BUENOS AIRES,Benito Juárez,Barker,WIRELESS,6084010,70 
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),ADSL,6084020,650 
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),DIAL UP,6084020,20 
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),FIBRA OPTICA,6084020,563 
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),Otros,6084020,4 
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),SATELITAL,6084020,1 
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),WIRELESS,6084020,147 
BUENOS AIRES,Benito Juárez,López,FIBRA OPTICA,6084030,4 
BUENOS AIRES,Benito Juárez,López,WIRELESS,6084030,12 
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),FIBRA OPTICA,6084050,20 
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),SATELITAL,6084050,1 
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),WIRELESS,6084050,100 
BUENOS AIRES,Berazategui,Berazategui,ADSL,6091010,247 
BUENOS AIRES,Berazategui,Berazategui,CABLEMODEM,6091010,"15,969 "
BUENOS AIRES,Berazategui,Berazategui,DIAL UP,6091010,38 
BUENOS AIRES,Berazategui,Berazategui,FIBRA OPTICA,6091010,"29,692 "
BUENOS AIRES,Berazategui,Berazategui,Otros,6091010,15 
BUENOS AIRES,Berazategui,Berazategui,SATELITAL,6091010,4 
BUENOS AIRES,Berazategui,Berazategui,WIRELESS,6091010,49 
BUENOS AIRES,Berazategui,Berazategui Oeste,ADSL,6091010,16 
BUENOS AIRES,Berazategui,Berazategui Oeste,CABLEMODEM,6091010,143 
BUENOS AIRES,Berazategui,Berazategui Oeste,FIBRA OPTICA,6091010,"15,952 "
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,ADSL,6091010,1 
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,CABLEMODEM,6091010,"1,291 "
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,FIBRA OPTICA,6091010,"2,002 "
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,ADSL,6091010,"1,340 "
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,CABLEMODEM,6091010,"2,262 "
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,FIBRA OPTICA,6091010,672 
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,WIRELESS,6091010,16 
BUENOS AIRES,Berazategui,Guillermo E. Hudson,ADSL,6091010,67 
BUENOS AIRES,Berazategui,Guillermo E. Hudson,CABLEMODEM,6091010,"5,749 "
BUENOS AIRES,Berazategui,Guillermo E. Hudson,DIAL UP,6091010,2 
BUENOS AIRES,Berazategui,Guillermo E. Hudson,FIBRA OPTICA,6091010,"10,092 "
BUENOS AIRES,Berazategui,Guillermo E. Hudson,Otros,6091010,1 
BUENOS AIRES,Berazategui,Juan María Gutierrez,ADSL,6091010,94 
BUENOS AIRES,Berazategui,Juan María Gutierrez,CABLEMODEM,6091010,"1,904 "
BUENOS AIRES,Berazategui,Juan María Gutierrez,DIAL UP,6091010,2 
BUENOS AIRES,Berazategui,Juan María Gutierrez,FIBRA OPTICA,6091010,"5,644 "
BUENOS AIRES,Berazategui,Juan María Gutierrez,WIRELESS,6091010,90 
BUENOS AIRES,Berazategui,Pereyra,CABLEMODEM,6091010,240 
BUENOS AIRES,Berazategui,Pereyra,DIAL UP,6091010,1 
BUENOS AIRES,Berazategui,Pereyra,FIBRA OPTICA,6091010,431 
BUENOS AIRES,Berazategui,Plátanos,CABLEMODEM,6091010,"1,658 "
BUENOS AIRES,Berazategui,Plátanos,FIBRA OPTICA,6091010,"2,370 "
BUENOS AIRES,Berazategui,Plátanos,Otros,6091010,1 
BUENOS AIRES,Berazategui,Ranelagh,ADSL,6091010,10 
BUENOS AIRES,Berazategui,Ranelagh,CABLEMODEM,6091010,"2,807 "
BUENOS AIRES,Berazategui,Ranelagh,DIAL UP,6091010,13 
BUENOS AIRES,Berazategui,Ranelagh,FIBRA OPTICA,6091010,"7,837 "
BUENOS AIRES,Berazategui,Ranelagh,SATELITAL,6091010,1 
BUENOS AIRES,Berazategui,Villa España,ADSL,6091010,1 
BUENOS AIRES,Berazategui,Villa España,CABLEMODEM,6091010,986 
BUENOS AIRES,Berazategui,Villa España,FIBRA OPTICA,6091010,"2,376 "
BUENOS AIRES,Berisso,Barrio El Carmen (Este),FIBRA OPTICA,6098010,132 
BUENOS AIRES,Berisso,Barrio El Carmen (Este),WIRELESS,6098010,250 
BUENOS AIRES,Berisso,Berisso,ADSL,6098010,"3,116 "
BUENOS AIRES,Berisso,Berisso,CABLEMODEM,6098010,"14,608 "
BUENOS AIRES,Berisso,Berisso,DIAL UP,6098010,21 
BUENOS AIRES,Berisso,Berisso,FIBRA OPTICA,6098010,"7,667 "
BUENOS AIRES,Berisso,Berisso,Otros,6098010,6 
BUENOS AIRES,Berisso,Berisso,WIRELESS,6098010,413 
BUENOS AIRES,Berisso,Villa Arguello,FIBRA OPTICA,6098010,132 
BUENOS AIRES,Berisso,Villa Arguello,WIRELESS,6098010,250 
BUENOS AIRES,Berisso,Villa Nueva,FIBRA OPTICA,6098010,132 
BUENOS AIRES,Berisso,Villa Nueva,WIRELESS,6098010,250 
BUENOS AIRES,Berisso,Villa Progreso,FIBRA OPTICA,6098010,132 
BUENOS AIRES,Berisso,Villa Progreso,WIRELESS,6098010,250 
BUENOS AIRES,Bolívar,Hale,ADSL,6105010,10 
BUENOS AIRES,Bolívar,Juan F. Ibarra,FIBRA OPTICA,6105020,1 
BUENOS AIRES,Bolívar,OTROS,CABLEMODEM,Sin Datos,1 
BUENOS AIRES,Bolívar,OTROS,FIBRA OPTICA,Sin Datos,1 
BUENOS AIRES,Bolívar,Pirovano,Otros,6105050,50 
BUENOS AIRES,Bolívar,Pirovano,WIRELESS,6105050,45 
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),ADSL,6105060,727 
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),CABLEMODEM,6105060,"5,123 "
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),DIAL UP,6105060,2 
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),FIBRA OPTICA,6105060,10 
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),SATELITAL,6105060,1 
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),WIRELESS,6105060,255 
BUENOS AIRES,Bolívar,Urdampilleta,DIAL UP,6105070,5 
BUENOS AIRES,Bolívar,Urdampilleta,FIBRA OPTICA,6105070,2 
BUENOS AIRES,Bolívar,Urdampilleta,WIRELESS,6105070,71 
BUENOS AIRES,Bragado,Bragado,ADSL,6112010,500 
BUENOS AIRES,Bragado,Bragado,CABLEMODEM,6112010,"2,810 "
BUENOS AIRES,Bragado,Bragado,DIAL UP,6112010,10 
BUENOS AIRES,Bragado,Bragado,FIBRA OPTICA,6112010,246 
BUENOS AIRES,Bragado,Bragado,WIRELESS,6112010,212 
BUENOS AIRES,Bragado,Comodoro Py,FIBRA OPTICA,6112020,220 
BUENOS AIRES,Bragado,Comodoro Py,WIRELESS,6112020,2 
